year,tournament,date,host,champion,country,code,country_rank,country_total_million_eur,player_rank,player_id,player_name,player_code,position,club,value_million_eur,value_eur,valuation_date,valuation_source,image_url,player_url
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Germany,GER,6,520,3,598577,Florian Wirtz,florian-wirtz,Midfield,Bayer 04 Leverkusen,70,70000000,2022-11-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/598577-1781163178.jpg?lm=1,https://www.transfermarkt.co.uk/florian-wirtz/profil/spieler/598577
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Germany,GER,6,520,4,309400,Kai Havertz,kai-havertz,Attack,Chelsea FC,70,70000000,2022-11-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/309400-1683903902.jpg?lm=1,https://www.transfermarkt.co.uk/kai-havertz/profil/spieler/309400
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Germany,GER,6,520,5,192565,Leroy Sané,leroy-sane,Attack,Bayern Munich,70,70000000,2022-11-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/192565-1694587968.jpg?lm=1,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Germany,GER,6,520,6,153084,Leon Goretzka,leon-goretzka,Midfield,Bayern Munich,65,65000000,2022-11-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/153084-1700040179.jpg?lm=1,https://www.transfermarkt.co.uk/leon-goretzka/profil/spieler/153084
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Germany,GER,6,520,7,159471,Serge Gnabry,serge-gnabry,Attack,Bayern Munich,65,65000000,2022-11-09,player_valuations,https://img.a.transfermarkt.technology/portrait/header/159471-1759909173.jpg?lm=1,https://www.transfermarkt.co.uk/serge-gnabry/profil/spieler/159471
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Argentina,ARG,7,230,1,406625,Lautaro Martínez,lautaro-martinez,Attack,Inter Milan,75,75000000,2022-11-11,player_valuations,https://img.a.transfermarkt.technology/portrait/header/406625-1695024988.jpg?lm=1,https://www.transfermarkt.co.uk/lautaro-martinez/profil/spieler/406625
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Argentina,ARG,7,230,2,355915,Cristian Romero,cristian-romero,Defender,Tottenham Hotspur,55,55000000,2022-11-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/355915-1665609429.jpg?lm=1,https://www.transfermarkt.co.uk/cristian-romero/profil/spieler/355915
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Argentina,ARG,7,230,3,28003,Lionel Messi,lionel-messi,Attack,Paris Saint-Germain,50,50000000,2022-11-02,player_valuations,https://img.a.transfermarkt.technology/portrait/header/28003-1771694720.jpg?lm=1,https://www.transfermarkt.co.uk/lionel-messi/profil/spieler/28003
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Argentina,ARG,7,230,4,480762,Lisandro Martínez,lisandro-martinez,Defender,Manchester United,50,50000000,2022-11-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/480762-1680681507.jpg?lm=1,https://www.transfermarkt.co.uk/lisandro-martinez/profil/spieler/480762
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Uruguay,URU,8,230,1,369081,Federico Valverde,federico-valverde,Midfield,Real Madrid,100,100000000,2022-11-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/369081-1731018042.jpg?lm=1,https://www.transfermarkt.co.uk/federico-valverde/profil/spieler/369081
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Uruguay,URU,8,230,2,546543,Darwin Núñez,darwin-nunez,Attack,Liverpool FC,70,70000000,2022-11-03,player_valuations,https://img.a.transfermarkt.technology/portrait/header/546543-1681827179.jpg?lm=1,https://www.transfermarkt.co.uk/darwin-nunez/profil/spieler/546543
2022,2022 Qatar,2022-11-01,Qatar,Argentina,Uruguay,URU,8,230,3,480267,Ronald Araujo,ronald-araujo,Defender,FC Barcelona,60,60000000,2022-11-07,player_valuations,https://img.a.transfermarkt.technology/portrait/header/480267-1736431980.jpg?lm=1,https://www.transfermarkt.co.uk/ronald-araujo/profil/spieler/480267
