year,tournament,group,country,team_order,coach,player_count,goalkeepers,defenders,midfielders,forwards,unknown_positions,source_url
2026,2026 FIFA World Cup,Group G,Iran,27,Amir Ghalenoei,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group G,New Zealand,28,Darren Bazeley,26,3,9,9,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group H,Cape Verde,29,Bubista,26,3,8,12,3,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group H,Saudi Arabia,30,Georgios Donis,26,3,10,6,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group H,Spain,31,Luis de la Fuente,26,3,8,7,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group H,Uruguay,32,Marcelo Bielsa,26,3,7,11,5,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group I,France,33,Didier Deschamps,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group I,Iraq,34,Graham Arnold,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group I,Norway,35,Ståle Solbakken,26,3,9,11,3,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group I,Senegal,36,Pape Thiaw,26,3,8,7,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group J,Algeria,37,Vladimir Petković,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group J,Argentina,38,Lionel Scaloni,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group J,Austria,39,Ralf Rangnick,26,3,8,11,4,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group J,Jordan,40,Jamal Sellami,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group K,Colombia,41,Néstor Lorenzo,26,3,9,8,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group K,DR Congo,42,Sébastien Desabre,26,3,8,8,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group K,Portugal,43,Roberto Martínez,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group K,Uzbekistan,44,Fabio Cannavaro,26,3,10,10,3,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group L,Croatia,45,Zlatko Dalić,26,3,8,9,6,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group L,England,46,Thomas Tuchel,26,3,9,7,7,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group L,Ghana,47,Carlos Queiroz,26,3,9,6,8,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
2026,2026 FIFA World Cup,Group L,Panama,48,Thomas Christiansen,26,3,11,8,4,0,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads
